2025-05-19 09:17:48, 24.5, 60.2, Pico
2025-05-19 09:18:03, 31.0, 60.2, Pico
2025-05-19 09:19:43, 31.5, 60.2, Pico
2025-05-19 09:19:50, 30, 60.2, Pico
"2025-05-19 13:32:28",28,69.96,pi4
"2025-05-19 13:34:12",28,99,pi4
"2025-05-19 13:34:40",28,30,pi4
